Year,Decadal_Period,Month_Number,Month_Name,State,Geopolitical_Zone,Broad_Region,Hydrological_Risk_Zone,Monthly_Rainfall_mm,Annual_Rainfall_mm,Rainfall_Anomaly_Pct,Mean_Temperature_C,Temperature_Anomaly_C,Atmospheric_Moisture_Capacity_Index,Off_Season_Rainfall_Flag,Flood_Occurred,Flood_Mechanism,Dam_Water_Release,Total_Deaths,Total_Displaced,Farmland_Submerged_Ha,Economic_Loss_Billion_NGN
1996,1990-2009 (Baseline),5,May,Niger,North Central,North,Riverine_Confluence,85.78,1072.22,-9.1,28.15,0.352,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Niger,North Central,North,Riverine_Confluence,150.11,1072.22,-9.1,28.15,0.352,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Niger,North Central,North,Riverine_Confluence,278.78,1072.22,-9.1,28.15,0.352,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Niger,North Central,North,Riverine_Confluence,321.67,1072.22,-9.1,28.15,0.352,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Niger,North Central,North,Riverine_Confluence,150.11,1072.22,-9.1,28.15,0.352,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Niger,North Central,North,Riverine_Confluence,32.17,1072.22,-9.1,28.15,0.352,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Niger,North Central,North,Riverine_Confluence,0.0,1072.22,0.0,28.15,0.352,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Niger,North Central,North,Riverine_Confluence,0.0,1072.22,0.0,28.15,0.352,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Plateau,North Central,North,Highland,0.0,1253.46,0.0,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Plateau,North Central,North,Highland,0.0,1253.46,0.0,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Plateau,North Central,North,Highland,12.53,1253.46,-9.2,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Plateau,North Central,North,Highland,50.14,1253.46,-9.2,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Plateau,North Central,North,Highland,100.28,1253.46,-9.2,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Plateau,North Central,North,Highland,175.48,1253.46,-9.2,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Plateau,North Central,North,Highland,325.9,1253.46,-9.2,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Plateau,North Central,North,Highland,376.04,1253.46,-9.2,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Plateau,North Central,North,Highland,175.48,1253.46,-9.2,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Plateau,North Central,North,Highland,37.6,1253.46,-9.2,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Plateau,North Central,North,Highland,0.0,1253.46,0.0,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Plateau,North Central,North,Highland,0.0,1253.46,0.0,22.85,0.35,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,FCT,North Central,North,Inland_Savanna,0.0,1234.3,0.0,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,FCT,North Central,North,Inland_Savanna,0.0,1234.3,0.0,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,FCT,North Central,North,Inland_Savanna,12.34,1234.3,-6.5,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,FCT,North Central,North,Inland_Savanna,49.37,1234.3,-6.5,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,FCT,North Central,North,Inland_Savanna,98.74,1234.3,-6.5,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,FCT,North Central,North,Inland_Savanna,172.8,1234.3,-6.5,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,FCT,North Central,North,Inland_Savanna,320.92,1234.3,-6.5,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,FCT,North Central,North,Inland_Savanna,370.29,1234.3,-6.5,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,FCT,North Central,North,Inland_Savanna,172.8,1234.3,-6.5,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,FCT,North Central,North,Inland_Savanna,37.03,1234.3,-6.5,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,FCT,North Central,North,Inland_Savanna,0.0,1234.3,0.0,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,FCT,North Central,North,Inland_Savanna,0.0,1234.3,0.0,27.35,0.349,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Kaduna,North West,North,Inland_Savanna,0.0,1064.85,0.0,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Kaduna,North West,North,Inland_Savanna,0.0,1064.85,0.0,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Kaduna,North West,North,Inland_Savanna,10.65,1064.85,-4.9,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Kaduna,North West,North,Inland_Savanna,42.59,1064.85,-4.9,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Kaduna,North West,North,Inland_Savanna,85.19,1064.85,-4.9,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Kaduna,North West,North,Inland_Savanna,149.08,1064.85,-4.9,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Kaduna,North West,North,Inland_Savanna,276.86,1064.85,-4.9,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Kaduna,North West,North,Inland_Savanna,319.46,1064.85,-4.9,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Kaduna,North West,North,Inland_Savanna,149.08,1064.85,-4.9,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Kaduna,North West,North,Inland_Savanna,31.95,1064.85,-4.9,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Kaduna,North West,North,Inland_Savanna,0.0,1064.85,0.0,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Kaduna,North West,North,Inland_Savanna,0.0,1064.85,0.0,26.11,0.313,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Kano,North West,North,Inland_Savanna,0.0,793.66,0.0,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Kano,North West,North,Inland_Savanna,0.0,793.66,0.0,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Kano,North West,North,Inland_Savanna,7.94,793.66,-7.7,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Kano,North West,North,Inland_Savanna,31.75,793.66,-7.7,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Kano,North West,North,Inland_Savanna,63.49,793.66,-7.7,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Kano,North West,North,Inland_Savanna,111.11,793.66,-7.7,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Kano,North West,North,Inland_Savanna,206.35,793.66,-7.7,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Kano,North West,North,Inland_Savanna,238.1,793.66,-7.7,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Kano,North West,North,Inland_Savanna,111.11,793.66,-7.7,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Kano,North West,North,Inland_Savanna,23.81,793.66,-7.7,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Kano,North West,North,Inland_Savanna,0.0,793.66,0.0,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Kano,North West,North,Inland_Savanna,0.0,793.66,0.0,26.67,0.166,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Katsina,North West,North,Sahel_Arid,0.0,642.26,0.0,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Katsina,North West,North,Sahel_Arid,0.0,642.26,0.0,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Katsina,North West,North,Sahel_Arid,6.42,642.26,-9.6,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Katsina,North West,North,Sahel_Arid,25.69,642.26,-9.5,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Katsina,North West,North,Sahel_Arid,51.38,642.26,-9.5,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Katsina,North West,North,Sahel_Arid,89.92,642.26,-9.5,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Katsina,North West,North,Sahel_Arid,166.99,642.26,-9.5,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Katsina,North West,North,Sahel_Arid,192.68,642.26,-9.5,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Katsina,North West,North,Sahel_Arid,89.92,642.26,-9.5,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Katsina,North West,North,Sahel_Arid,19.27,642.26,-9.5,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Katsina,North West,North,Sahel_Arid,0.0,642.26,0.0,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Katsina,North West,North,Sahel_Arid,0.0,642.26,0.0,27.23,0.428,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Kebbi,North West,North,Riverine_Confluence,0.0,771.59,0.0,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Kebbi,North West,North,Riverine_Confluence,0.0,771.59,0.0,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Kebbi,North West,North,Riverine_Confluence,7.72,771.59,-5.9,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Kebbi,North West,North,Riverine_Confluence,30.86,771.59,-5.9,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Kebbi,North West,North,Riverine_Confluence,61.73,771.59,-5.9,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Kebbi,North West,North,Riverine_Confluence,108.02,771.59,-5.9,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Kebbi,North West,North,Riverine_Confluence,200.61,771.59,-5.9,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Kebbi,North West,North,Riverine_Confluence,231.48,771.59,-5.9,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Kebbi,North West,North,Riverine_Confluence,108.02,771.59,-5.9,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Kebbi,North West,North,Riverine_Confluence,23.15,771.59,-5.9,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Kebbi,North West,North,Riverine_Confluence,0.0,771.59,0.0,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Kebbi,North West,North,Riverine_Confluence,0.0,771.59,0.0,28.45,0.253,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Jigawa,North West,North,Riverine_Confluence,0.0,590.65,0.0,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Jigawa,North West,North,Riverine_Confluence,0.0,590.65,0.0,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Jigawa,North West,North,Riverine_Confluence,5.91,590.65,-10.5,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Jigawa,North West,North,Riverine_Confluence,23.63,590.65,-10.5,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Jigawa,North West,North,Riverine_Confluence,47.25,590.65,-10.5,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Jigawa,North West,North,Riverine_Confluence,82.69,590.65,-10.5,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Jigawa,North West,North,Riverine_Confluence,153.57,590.65,-10.5,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Jigawa,North West,North,Riverine_Confluence,177.2,590.65,-10.5,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Jigawa,North West,North,Riverine_Confluence,82.69,590.65,-10.5,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Jigawa,North West,North,Riverine_Confluence,17.72,590.65,-10.5,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Jigawa,North West,North,Riverine_Confluence,0.0,590.65,0.0,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Jigawa,North West,North,Riverine_Confluence,0.0,590.65,0.0,27.8,0.297,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Sokoto,North West,North,Sahel_Arid,0.0,554.94,0.0,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Sokoto,North West,North,Sahel_Arid,0.0,554.94,0.0,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Sokoto,North West,North,Sahel_Arid,5.55,554.94,-10.5,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Sokoto,North West,North,Sahel_Arid,22.2,554.94,-10.5,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Sokoto,North West,North,Sahel_Arid,44.4,554.94,-10.5,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Sokoto,North West,North,Sahel_Arid,77.69,554.94,-10.5,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Sokoto,North West,North,Sahel_Arid,144.28,554.94,-10.5,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Sokoto,North West,North,Sahel_Arid,166.48,554.94,-10.5,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Sokoto,North West,North,Sahel_Arid,77.69,554.94,-10.5,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Sokoto,North West,North,Sahel_Arid,16.65,554.94,-10.5,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Sokoto,North West,North,Sahel_Arid,0.0,554.94,0.0,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Sokoto,North West,North,Sahel_Arid,0.0,554.94,0.0,28.82,0.417,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Zamfara,North West,North,Inland_Savanna,0.0,691.78,0.0,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Zamfara,North West,North,Inland_Savanna,0.0,691.78,0.0,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Zamfara,North West,North,Inland_Savanna,6.92,691.78,-8.9,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Zamfara,North West,North,Inland_Savanna,27.67,691.78,-9.0,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Zamfara,North West,North,Inland_Savanna,55.34,691.78,-9.0,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Zamfara,North West,North,Inland_Savanna,96.85,691.78,-9.0,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Zamfara,North West,North,Inland_Savanna,179.86,691.78,-9.0,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Zamfara,North West,North,Inland_Savanna,207.53,691.78,-9.0,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Zamfara,North West,North,Inland_Savanna,96.85,691.78,-9.0,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Zamfara,North West,North,Inland_Savanna,20.75,691.78,-9.0,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Zamfara,North West,North,Inland_Savanna,0.0,691.78,0.0,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Zamfara,North West,North,Inland_Savanna,0.0,691.78,0.0,28.04,0.44,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Adamawa,North East,North,Riverine_Confluence,0.0,903.95,0.0,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Adamawa,North East,North,Riverine_Confluence,0.0,903.95,0.0,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Adamawa,North East,North,Riverine_Confluence,9.04,903.95,-5.8,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Adamawa,North East,North,Riverine_Confluence,36.16,903.95,-5.8,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Adamawa,North East,North,Riverine_Confluence,72.32,903.95,-5.8,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Adamawa,North East,North,Riverine_Confluence,126.55,903.95,-5.8,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Adamawa,North East,North,Riverine_Confluence,235.03,903.95,-5.8,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Adamawa,North East,North,Riverine_Confluence,271.18,903.95,-5.8,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Adamawa,North East,North,Riverine_Confluence,126.55,903.95,-5.8,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Adamawa,North East,North,Riverine_Confluence,27.12,903.95,-5.8,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Adamawa,North East,North,Riverine_Confluence,0.0,903.95,0.0,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Adamawa,North East,North,Riverine_Confluence,0.0,903.95,0.0,28.21,0.315,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Bauchi,North East,North,Inland_Savanna,0.0,774.38,0.0,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Bauchi,North East,North,Inland_Savanna,0.0,774.38,0.0,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Bauchi,North East,North,Inland_Savanna,7.74,774.38,-10.0,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Bauchi,North East,North,Inland_Savanna,30.98,774.38,-9.9,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Bauchi,North East,North,Inland_Savanna,61.95,774.38,-10.0,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Bauchi,North East,North,Inland_Savanna,108.41,774.38,-10.0,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Bauchi,North East,North,Inland_Savanna,201.34,774.38,-10.0,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Bauchi,North East,North,Inland_Savanna,232.31,774.38,-10.0,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Bauchi,North East,North,Inland_Savanna,108.41,774.38,-10.0,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Bauchi,North East,North,Inland_Savanna,23.23,774.38,-10.0,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Bauchi,North East,North,Inland_Savanna,0.0,774.38,0.0,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Bauchi,North East,North,Inland_Savanna,0.0,774.38,0.0,27.19,0.386,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Borno,North East,North,Riverine_Confluence,0.0,534.7,0.0,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Borno,North East,North,Riverine_Confluence,0.0,534.7,0.0,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Borno,North East,North,Riverine_Confluence,5.35,534.7,-4.5,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Borno,North East,North,Riverine_Confluence,21.39,534.7,-4.5,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Borno,North East,North,Riverine_Confluence,42.78,534.7,-4.5,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Borno,North East,North,Riverine_Confluence,74.86,534.7,-4.5,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Borno,North East,North,Riverine_Confluence,139.02,534.7,-4.5,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Borno,North East,North,Riverine_Confluence,160.41,534.7,-4.5,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Borno,North East,North,Riverine_Confluence,74.86,534.7,-4.5,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Borno,North East,North,Riverine_Confluence,16.04,534.7,-4.5,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Borno,North East,North,Riverine_Confluence,0.0,534.7,0.0,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Borno,North East,North,Riverine_Confluence,0.0,534.7,0.0,28.2,0.401,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Gombe,North East,North,Inland_Savanna,0.0,763.63,0.0,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Gombe,North East,North,Inland_Savanna,0.0,763.63,0.0,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Gombe,North East,North,Inland_Savanna,7.64,763.63,-5.7,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Gombe,North East,North,Inland_Savanna,30.55,763.63,-5.7,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Gombe,North East,North,Inland_Savanna,61.09,763.63,-5.7,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),6,June,Gombe,North East,North,Inland_Savanna,106.91,763.63,-5.7,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),7,July,Gombe,North East,North,Inland_Savanna,198.54,763.63,-5.7,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),8,August,Gombe,North East,North,Inland_Savanna,229.09,763.63,-5.7,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),9,September,Gombe,North East,North,Inland_Savanna,106.91,763.63,-5.7,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),10,October,Gombe,North East,North,Inland_Savanna,22.91,763.63,-5.7,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),11,November,Gombe,North East,North,Inland_Savanna,0.0,763.63,0.0,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),12,December,Gombe,North East,North,Inland_Savanna,0.0,763.63,0.0,27.88,0.383,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),1,January,Taraba,North East,North,Riverine_Confluence,0.0,1090.69,0.0,27.99,0.393,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),2,February,Taraba,North East,North,Riverine_Confluence,0.0,1090.69,0.0,27.99,0.393,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),3,March,Taraba,North East,North,Riverine_Confluence,10.91,1090.69,-10.6,27.99,0.393,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),4,April,Taraba,North East,North,Riverine_Confluence,43.63,1090.69,-10.6,27.99,0.393,1.024,0,0,None,0,0,0,0,0.0
1996,1990-2009 (Baseline),5,May,Taraba,North East,North,Riverine_Confluence,87.26,1090.69,-10.6,27.99,0.393,1.024,0,0,None,0,0,0,0,0.0
